year	date	species	pop	subpop	patch	pollen	stage	ASD	GAD	GSDl	GSDc	GSDr	GW	GHl	GHr	UBL	UBW	LBL	LBW	resincollected	GA	UBA	GSD
2015	28.10.2015	S	Catalina	Catalina	D	45	1	3.26	5.79	5.86	6.27	5.12	8.28	4.07	3.97	19.62	23.77	20.93	24.84	0	33.29	466.37	5.75
2015	28.10.2015	S	Catalina	Catalina	E	10	1	1.93	4.86	4.15	4.72	6.54	8.68	3.69	3.64	18.26	22.18	19.71	21.85	0	31.81	405.01	5.14
2015	29.10.2015	S	S8	S8	H	150	1	4.77	5.83	5.94	6.08	5.09	10.06	4.55	5.03	18.64	23.27	20.51	21.47	NA	48.19	433.75	5.7
2015	29.10.2015	S	S8	S8	I	50	2	5.5	6.91	5.22	5.78	4.75	9.44	4.65	4.55	21.29	21.62	22.07	21.15	1	43.42	460.29	5.25
2015	29.10.2015	S	S8	S8	J	30	1	3.27	5.22	4.22	5.05	4.34	6.97	3.52	3.33	20.33	20.19	21.2	19.23	0	23.87	410.46	4.54
2015	29.10.2015	S	S8	S8	K	0	1	6.62	3.59	4.27	5.02	4.18	4.28	3.38	3.41	15.12	14.98	14.62	14.22	0	14.53	226.5	4.49
2015	29.10.2015	S	S8	S8	L	35	1	4.09	5.71	5.24	5.73	3.95	7	3.65	3.31	16.98	18.45	18.73	17.43	0	24.36	313.28	4.97
2015	29.10.2015	S	S8	S8	M	1	1	5.23	NA	5.59	7.73	4.87	9.23	4.34	4.27	27.6	27.07	NA	NA	0	39.74	747.13	6.06
2015	29.10.2015	S	S8	S8	N	0	1	3.49	6.4	4.18	5.89	4.06	8.73	4.46	4.04	17.21	19.5	18.01	19.57	0	37.1	335.6	4.71
2015	29.10.2015	S	S8	S8	O	10	1	4.76	6.97	4.31	5.74	4.69	7.88	4.38	3.94	18.3	19.28	19.46	19.64	0	32.78	NA	4.91
2015	29.10.2015	S	S8	S8	P	2	1	3.43	3.8	4.14	4.16	3.31	6.31	3	3.03	18.46	17.84	18.59	19.83	0	19.02	329.33	3.87
2015	29.10.2015	S	S7	S7	F	NA	1	3.05	4.8	4.72	5.71	4.92	7.09	2.89	2.72	17.29	17.84	15.84	18.26	0	19.89	308.45	5.12
2015	29.10.2015	S	S7	S7	F	1	1	1.55	5.48	4.69	4.95	4.17	6.77	2.95	1.89	17.75	16.37	19.48	15.34	0	16.38	290.57	4.6
2015	29.10.2015	S	S7	S7	F	NA	1	3.06	5.48	5.79	6.83	6.14	6.66	2.98	2.57	20.17	18.11	20.36	17.45	NA	18.48	365.28	6.25
2015	29.10.2015	S	S7	S7	F	22	1	3.62	3.9	4.14	5.66	4.31	7.45	3.43	2.34	16.83	17.56	17.84	18.46	0	21.49	295.53	4.7
2015	29.10.2015	S	S7	S7	G	3	1	5.39	3.62	4.24	5.42	4.39	7.94	3.94	3.33	18.47	19.01	19.41	20.06	0	28.86	351.11	4.68
2015	29.10.2015	S	S7	S7	G	2	1	3.35	2.62	4.35	5.27	5.25	7.93	3.71	3.32	16.3	17	18.84	20.08	0	27.87	277.1	4.96
2015	29.10.2015	S	S7	S7	G	5	3	2.59	4.15	4.3	4.78	4.69	6.89	3.33	3.38	17.97	18.2	19.98	19.74	0	23.12	327.05	4.59
2015	29.10.2015	S	S7	S7	H	1	1	4.95	4.69	4.01	5.77	4.33	7.53	4.06	3.9	13.18	14.29	15.85	15.48	0	29.97	188.34	4.7
2015	29.10.2015	S	S7	S7	H	2	1	6.22	5.18	6.02	7.7	5.26	8.73	4.16	3.78	23.24	23.39	28.15	26.17	0	34.66	543.58	6.33
2015	29.10.2015	S	S7	S7	D	0	1	5.42	4.8	5.47	8.11	6.81	8.52	4.25	3.92	27.55	27.31	NA	26.6	0	34.8	752.39	6.8
2015	29.10.2015	S	S7	S7	I	1	1	4.05	4.01	4.78	5.53	5.03	7.79	3.07	3.65	19.82	23.31	21.35	23.25	0	26.17	462	5.11
2015	29.10.2015	S	S7	S7	J	2	1	2.65	4.56	5.43	4.95	4.16	6.1	2.34	2.57	18.4	18.51	20.82	20.15	0	14.98	340.58	4.85
2015	29.10.2015	S	S7	S7	F	1	1	3.94	4.55	4.85	5.24	5.1	6.29	2.6	2.56	18.08	16.45	17.64	15.63	0	16.23	297.42	5.06
2015	29.10.2015	S	S7	S7	F	3	1	3.93	4.93	4.77	5.39	4.98	6.41	2.51	2.49	19.07	17.85	20.43	17.61	0	16.03	340.4	5.05
2015	30.10.2015	S	S2	S2	A	0	1	5.11	4.02	4.25	5.71	4.44	7.04	3.52	3.5	19.48	21.98	19.81	21.18	0	24.71	428.17	4.8
2015	30.10.2015	S	S2	S2	B	0	1	3.09	4.7	4.51	6.08	4.23	7.12	3.44	3.33	16.54	18.79	16.89	18.51	0	24.1	310.79	4.94
2015	30.10.2015	S	S2	S2	B	0	1	3.38	4.39	5.13	6.54	5.04	7.82	3.36	3.31	17.47	19.79	18.78	21.14	0	26.08	345.73	5.57
2015	30.10.2015	S	S2	S2	C	0	1	3.29	5.17	5.87	6.57	5.74	8.01	4.34	3.73	20.02	20.85	19.66	21.48	0	32.32	417.42	6.06
2015	30.10.2015	S	S2	S2	D	8	1	4.32	5.43	4.73	5.16	4.64	7.01	3.41	3.19	15.16	16.09	15.77	16.81	0	23.13	243.92	4.84
2015	30.10.2015	S	S2	S2	E	10	2	4.35	4.35	4.4	4.73	4.03	7.72	3.11	2.98	18.77	21.42	19.63	20.13	0	23.51	402.05	4.39
2015	30.10.2015	S	S2	S2	F	11	1	3.72	4.48	3.68	4.52	3.83	5.49	2.76	2.79	15.64	15.74	16.11	17.36	0	15.23	246.17	4.01
2015	30.10.2015	S	S2	S2	G	0	1	5.62	4.01	4.43	5.29	3.94	7.16	3.57	3.56	15.74	15.47	17.06	16.65	0	25.53	243.5	4.55
2015	30.10.2015	S	S2	S2	H	5	1	2.93	4.02	4.62	5.2	4.7	6.88	2.9	2.95	14.78	18.08	16.68	18.86	0	20.12	267.22	4.84
2015	30.10.2015	S	S2	S2	I	1	2	5.87	4.59	5.6	6.29	4.81	7.06	3.66	3.67	19.51	19.34	20.34	20.41	0	25.87	377.32	5.57
2015	30.10.2015	S	S2	S2	J	7	1	3.13	4.67	5.74	6.22	5.26	8.13	3.64	3.82	19.39	21.49	21.81	22.3	0	30.32	416.69	5.74
2015	30.10.2015	S	S2	S2	K	6	1	3.46	4.73	3.91	4.27	4.53	5.82	3.02	2.74	15.69	17.4	18.97	18.47	0	16.76	273.01	4.24
2015	30.10.2015	S	S2	S2	L	15	1	2.74	6.22	4.57	5.8	5.92	8.7	4.02	4.13	19.79	24.2	23.1	26.54	0	35.45	478.92	5.43
2015	30.10.2015	S	S2	S2	M	1	1	3.11	4.4	4.97	5.89	4.52	8.23	3.53	3.48	16.98	20.36	18.2	21.39	0	28.85	345.71	5.13
2015	31.10.2015	S	S20	B	1	0	2	3.38	6.64	4.79	5.26	4.79	7.22	3.98	3.55	19.12	19.18	16.75	17.71	0	27.18	366.72	4.95
2015	31.10.2015	S	S20	B	3	0	5	2.63	5.87	5.11	6.19	5.42	7.77	4.02	3.98	21.45	19.74	NA	19.2	0	31.08	423.42	5.57
2015	31.10.2015	S	S20	B	3	2	4	7.7	7.92	5.2	6.18	NA	8.98	3.91	4.17	17.66	18.06	NA	NA	1	36.28	318.94	5.69
2015	31.10.2015	S	S20	B	3	1	3	7.47	6.23	4.54	4.72	4.69	7.66	3.63	3.34	18.31	18.21	18.97	17.59	0	26.7	333.43	4.65
2015	31.10.2015	S	S20	C	2	50	1	6.03	6.13	4.54	6.58	5.13	8.32	4.24	4.18	22.52	22.11	23.68	23.67	1	35.03	497.92	5.42
2015	31.10.2015	S	S20	C	2	10	3	4.71	6.54	4.9	5.89	4.29	8.62	4.15	4.59	24.69	24.49	24.58	25.6	0	37.67	604.66	5.03
2015	31.10.2015	S	S20	C	1	35	1	7.18	5.87	4.38	6.19	4.86	8.71	4.44	4.64	24.3	22.73	25.11	23.31	1	39.54	552.34	5.14
2015	31.10.2015	S	S20	C	1	15	3	6.3	6.37	4.14	4.96	4.41	10.31	4.85	4.84	26.03	22.8	26.03	25.37	1	49.95	593.48	4.5
2015	31.10.2015	S	S20	C	1	0	1	7.77	3.92	NA	NA	NA	7.39	3.76	3.71	NA	NA	NA	NA	0	27.6	NA	NA
2015	31.10.2015	S	S20	C	1	5	1	NA	NA	4.48	5.02	4.98	6.45	3.57	2.9	17.82	16.95	19.78	19.44	1	20.87	302.05	4.83
2015	31.10.2015	S	S20	C	1	10	1	6.27	7.05	4.31	5.59	4.83	8.33	4.12	4	22.98	21.2	24.16	22.95	1	33.82	487.18	4.91
2015	31.10.2015	S	S20	C	1	25	1	7.5	7.37	5.3	5.77	5.85	7.79	4.23	4.27	22.05	20.46	20.86	19.9	1	33.11	451.14	5.64
2015	31.10.2015	S	S20	C	1	15	1	NA	NA	4.04	5.56	4.8	8.98	4.37	4.01	23.11	21.44	24.98	22.19	1	37.63	495.48	4.8
2015	31.10.2015	S	S20	C	1	NA	1	6.4	5.89	2.91	4.5	3.36	7.96	3.68	3.9	19.54	19.38	20.64	19.29	1	30.17	378.69	3.59
2015	31.10.2015	S	S20	A	1	30	1	6.87	5.9	4.81	5.86	4.4	8.25	4.27	4.07	23.67	20.92	24.24	22.75	1	34.4	495.18	5.02
2015	31.10.2015	S	S19	A	1	14	2	7.14	7.75	4.92	5.69	5.15	8.42	4.32	3.86	20.6	21.6	22.3	21.57	1	34.44	444.96	5.25
2015	31.10.2015	S	S19	A	1	5	2	5.07	5.32	4.45	5.02	4.23	7.29	3.68	4.1	19.95	19.2	20.13	19.03	1	28.36	383.04	4.57
2015	31.10.2015	S	S19	A	1	25	3	6.57	6.92	4.68	5.3	4.45	8.62	3.97	3.92	21.43	22.99	20.93	21.38	1	34.01	492.68	4.81
2015	31.10.2015	S	S19	B	1	15	1	6.31	4.56	5.46	6.16	5.32	7.87	3.35	3.06	22.88	22.36	24.1	23.74	1	25.22	511.6	5.65
2015	31.10.2015	S	S19	B	1	25	2	4.06	7.34	5.84	6.43	5.06	6.72	3.61	3.88	26.58	23.81	26.99	24.82	1	25.17	632.87	5.78
2015	31.10.2015	S	S19	B	2	20	1	4.22	6.16	4.55	6.29	4.73	8.13	3.97	4.08	25.03	25.03	25.89	23.41	1	32.72	626.5	5.19
2015	01.11.2015	S	S19	B	3	20	3	6.53	5.83	4.67	5.26	3.85	6.77	2.72	2.36	18.68	17.41	19.21	17.45	1	17.2	325.22	4.59
2015	01.11.2015	S	S19	B	3	5	1	6.27	5.94	5.29	6.69	5.34	6.94	2.48	2.48	19.6	17.39	20.47	18.3	1	17.21	340.84	5.77
2015	01.11.2015	S	S19	B	4	0	1	5.51	3.93	4.3	5.48	4.73	7.11	3.27	3.27	17.57	16.82	19.5	17.63	1	23.25	295.53	4.84
2015	01.11.2015	S	S19	A	1	2	2	5.16	7.91	4.72	5.95	5.46	8.75	3.7	4.03	21.68	21.09	23.13	20.21	1	33.82	457.23	5.38
2015	01.11.2015	S	S19	A	1	0	1	6.89	6.63	4.63	5.14	4.71	8.31	3.76	3.84	18.58	17.9	17.89	17.2	1	31.58	332.58	4.83
2015	01.11.2015	S	S19	A	3	0	1	7.37	6.55	4.79	5.6	4.78	8.15	3.89	3.9	15.86	16.32	14.43	14.76	0	31.74	258.84	5.06
2015	01.11.2015	S	S20	A	1	NA	1	8.36	7.29	3.7	5.43	4.94	9.82	4.92	5.05	25.15	24.33	26.14	24.14	1	48.95	611.9	4.69
2015	01.11.2015	S	S20	A	1	NA	2	8.15	6.98	4.17	5.12	3.93	9.4	4.76	4.72	22.14	21.88	24.95	23.4	1	44.56	484.42	4.41
2015	01.11.2015	S	S20	A	2	50	3	4.37	6.05	4.52	4.89	4.44	7.66	3.75	3.72	23.88	22.25	23.24	21.92	1	28.61	531.33	4.62
2015	03.11.2015	S	S18	S18	A	5	1	NA	NA	4.6	NA	5.38	7.48	3.7	3.79	23.61	22.54	26.64	27.38	0	28.01	532.17	4.99
2015	03.11.2015	S	S18	S18	B	2	3	NA	NA	NA	4.29	4.18	9.09	4.22	3.85	17.13	17.39	18.73	20.3	1	36.68	297.89	4.24
2015	03.11.2015	S	S18	S18	B	NA	1	NA	NA	NA	NA	NA	7.85	3.51	3.78	21.39	20.16	21.98	21.3	1	28.61	431.22	NA
2015	03.11.2015	S	S18	S18	C	0	3	4.17	4.44	3.95	5.03	5.06	7.72	3.4	3.3	13.06	13.67	13.96	14.04	0	25.86	178.53	4.68
2015	03.11.2015	S	S18	S18	D	3	3	5.58	5.72	5.15	5.6	4.58	8.1	2.96	3.2	19.74	20.82	19.26	20.14	0	24.95	410.99	5.11
2015	03.11.2015	S	S18	S18	D	0	2	6.08	6.26	4.67	4.96	4.75	7.18	2.68	2.66	16.68	17.25	15.3	15.79	0	19.17	287.73	4.79
2015	03.11.2015	S	S18	S18	B	1	1	NA	NA	5.16	6.19	5.6	8.66	3.91	3.8	16.66	18.07	16.5	17.31	0	33.38	301.05	5.65
2015	03.11.2015	S	S18	S18	A	0	1	5.14	4.57	4.33	3.73	NA	8.03	3.48	3.67	17.47	17.17	18.63	18.44	1	28.71	299.96	4.03
2015	03.11.2015	S	S18	S18	E	2	1	4.27	5.9	6	6.73	6.26	8.12	3.5	3.67	22.41	22	22.2	21.24	0	29.11	493.02	6.33
2015	03.11.2015	S	S18	S18	B	5	1	2.3	NA	4.35	5.35	4.59	8.93	4.09	4.2	20.53	20.49	21.22	20.09	0	37.01	420.66	4.76
2015	03.11.2015	S	S18	S18	B	4	6	4.93	3.36	5.71	6.79	4.67	9.58	4.67	4.5	23.54	23.69	24.06	24.49	1	43.92	557.66	5.72
2015	03.11.2015	S	S18	S18	B	8	3	NA	NA	NA	NA	NA	9.52	4.34	4.72	22.75	23.46	22.94	23.35	1	43.13	533.72	NA
2015	03.11.2015	S	S18	S18	B	11	3	4.06	5.29	4.52	5.44	5.34	7.87	3.66	3.94	20.44	19.73	22.89	19.89	1	29.91	403.28	5.1
2015	03.11.2015	S	S18	S18	B	15	6	4.85	4.8	5.16	6.79	5.73	9.57	4.65	4.71	23.25	25.41	28.22	27.03	1	44.79	590.78	5.89
2015	03.11.2015	S	S28	S28	D	75	2	6.26	6.31	5.22	6.11	4.63	7.94	3.43	3.4	19.38	19.53	20.46	20.25	1	27.12	378.49	5.32
2015	03.11.2015	S	S28	S28	D	6	1	NA	NA	4.85	5.09	3.93	6.69	3.17	3.22	14.86	15.85	16.96	19.66	1	21.37	235.53	4.62
2015	03.11.2015	S	S28	S28	D	40	3	4.88	6.12	4.73	5.94	4.61	6.82	3.5	3.35	19.12	18.91	20.63	19.85	0	23.36	361.56	5.09
2015	03.11.2015	S	S28	S28	F	NA	1	NA	NA	NA	NA	NA	7.27	3.5	3.61	18.04	17.74	NA	18.95	0	25.84	320.03	NA
2015	03.11.2015	S	S28	S28	F	15	5	3.88	3.27	3.51	5.41	4.19	6.97	3.29	3.6	19.7	19.31	19.72	18.51	0	24.01	380.41	4.37
2015	03.11.2015	S	S28	S28	F	1	3	4.76	4.73	4.91	6.71	5.49	8.08	4.43	4.04	19.67	20.87	21.71	22.26	0	34.22	410.51	5.7
2015	03.11.2015	S	S28	S28	G	1	1	4.07	5.93	3.44	4.35	4.43	6.2	3.05	2.85	14.54	16.58	18.34	18.32	1	18.29	241.07	4.07
2015	03.11.2015	S	S28	S28	G	18	2	5.79	5.62	3.78	4.8	3.76	6.46	3.34	3.06	17.3	17.68	17.52	17.41	0	20.67	305.86	4.11
2015	03.11.2015	S	S28	S28	K	1	1	7.28	5.97	4.45	4.69	NA	6.49	3.1	2.98	17.75	19.93	18.06	19.09	1	19.73	353.76	4.57
2015	04.11.2015	S	S8	S8	10	35	1	5.41	5.76	4.4	5.44	4.59	7.54	3.71	3.46	23.25	24.75	23.8	25.15	0	27.03	575.44	4.81
2015	04.11.2015	S	S8	S8	10	110	1	5.72	5.49	4.18	5.58	4.95	8.26	3.81	3.78	22.19	22.01	23.48	22.43	1	31.35	488.4	4.9
2015	04.11.2015	S	S8	S8	30	120	1	4.06	5.49	4.25	4.85	3.79	7.53	3.84	3.49	21.66	20.95	21.47	20.83	0	27.6	453.78	4.3
2015	04.11.2015	S	S8	S8	29	25	4	2.92	5.76	2.82	4.85	3.73	6.36	3.72	2.88	23.7	21.67	22.67	18.05	1	20.99	513.58	3.8
2015	05.11.2015	S	S9	S9	1	17	1	2.05	4.29	3.67	4.87	4.7	6.17	3.1	3.13	14.68	14.67	16.73	16.72	1	19.22	215.36	4.41
2015	05.11.2015	S	S9	S9	2	0	3	3.89	4.52	4	4.74	3.84	7.37	2.89	3.14	NA	17.17	17.05	17.87	1	22.22	NA	4.19
2015	05.11.2015	S	S9	S9	2	34	1	2.44	5.73	4.18	5.62	4.86	7.96	3.15	3.54	18.23	20.36	18.93	19.28	0	26.63	371.16	4.89
2015	05.11.2015	S	S9	S9	5	15	1	3.52	5.26	3.89	4.75	4.41	7.33	3.29	3.17	20.57	20.72	19.63	21.12	0	23.68	426.21	4.35
2015	06.11.2015	S	S9	S10	A	0	1	3.64	NA	3.35	4.2	3.53	6.2	2.7	2.65	14.1	15.89	13.13	13.28	0	16.59	224.05	3.69
2015	06.11.2015	S	S9	S10	B	0	1	3.25	5.35	4.65	5.39	3.94	7.12	3.34	3.3	19.37	19.93	18.53	18.83	0	23.64	386.04	4.66
2015	06.11.2015	S	S9	S10	B	10	1	4.32	4.75	4.08	4.68	4.37	6.32	3.18	3.02	18.79	18.17	17.85	15.8	1	19.59	341.41	4.38
2015	24.11.2015	S	S29	S29	3	4	3	2.92	2.73	3.38	4.41	3.7	6.94	3.19	2.91	14.83	16.28	18.18	19.3	1	21.17	241.43	3.83
2015	24.11.2015	S	S29	S29	5	0	1	4.77	3.45	4.15	4.52	4.19	7.35	3.32	3.39	18.38	17.31	16.41	15.77	1	24.66	318.16	4.29
2015	24.11.2015	S	S29	S29	5	2	1	4.22	3.24	4.19	5.07	3.37	7.31	3.8	3.72	16.43	15.67	16.68	16.38	0	27.49	257.46	4.21
2015	24.11.2015	S	S29	S29	5	0	1	2.77	3.42	4.45	4.18	3.37	7	3.53	3.63	14.87	15.55	16.34	15	1	25.06	231.23	4
2015	30.11.2015	S	S6	S6	A	80	4	2.92	3.07	5.21	6.37	4.77	7.14	2.97	2.76	18.81	17.22	20.24	17.64	1	20.46	323.91	5.45
2015	30.11.2015	S	S6	S6	A	6	2	2.68	3.42	4.28	5.79	4.38	6.26	2.7	2.28	15.99	16.04	17.87	18.06	0	15.59	256.48	4.82
2015	01.12.2015	S	S6	S6	A	65	1	3.25	3.44	5.07	6.08	4.24	6.57	3.04	2.88	19.81	16.57	22.9	19.85	0	19.45	328.25	5.13
2015	09.12.2015	O	O6	O6	10	NA	1	0.49	3.74	6.6	7.99	7.22	3.66	2.55	2.79	23.05	23.35	22.19	23.37	1	9.77	538.22	7.27
2015	09.12.2015	O	O6	O6	A	140	4	1.17	5.93	5.78	8.14	5.67	7.37	4.06	4.47	30.65	26.04	33.73	28.64	1	31.43	798.13	6.53
2015	09.12.2015	O	O6	O6	A	100	3	4.39	4.04	9.25	11.65	10.71	6.91	4.25	4.39	33.22	38.37	32.16	32.03	0	29.85	1274.65	10.54
2015	09.12.2015	O	O6	O6	A	25	5	1.02	3.56	NA	5.92	NA	6.51	4.43	4.31	NA	26.26	28.41	NA	0	28.45	NA	5.92
2015	09.12.2015	O	O6	O6	B	200	3	2.05	5.19	8.43	11.48	10.92	7.11	3.02	3.44	27.01	29.13	30.83	28.55	0	22.97	786.8	10.28
2015	09.12.2015	O	O6	O6	C	250	6	0.3	5.35	6.42	8.27	4.9	6.88	3.71	3.54	29.53	25.98	30.79	25.53	0	24.94	767.19	6.53
2015	09.12.2015	O	O6	O6	A	40	1	2.25	6.48	7.7	NA	NA	7.48	4.5	4.48	NA	29.95	30.61	29.47	0	33.59	NA	7.7
2015	07.12.2015	D	D4	D4	22	60	1	NA	NA	5.23	7.78	6.09	7.83	5.64	5.85	36.01	26.29	37.98	28.18	0	44.98	946.7	6.37
2015	07.12.2015	D	D4	D4	22	15	9	7.53	8.69	4.55	5.98	6.38	7.98	5.77	5.5	39.24	26.91	NA	NA	NA	44.97	1055.95	5.64
2015	07.12.2015	D	D4	D4	22	5	1	NA	NA	5.25	6.53	6.28	7.36	4.98	5.11	32.93	22.24	36.94	25.57	0	37.13	732.36	6.02
2015	07.12.2015	D	D4	D4	22	0	7	6.87	8.12	5.81	NA	6.06	7.78	5.38	5.96	NA	20.27	NA	NA	0	44.11	NA	5.94
2015	07.12.2015	D	D4	D4	22	0	5	9.58	8.62	5.75	NA	6.65	8.08	4.85	4.73	31.09	NA	33.63	25.8	0	38.7	NA	6.2
2015	10.12.2015	O	O5	O5	1	50	1	1.9	4.5	7.16	7.98	8	6.68	4.52	4.61	27.4	29.82	NA	30.14	0	30.49	817.07	7.71
2015	10.12.2015	O	O5	O5	3	200	1	0	NA	9.71	11.66	9.98	6.35	3.65	3.36	26.77	28.66	32.66	27.29	0	22.26	767.23	10.45
2015	10.12.2015	O	O5	O5	5	0	1	4.71	5.74	3.91	4.32	4.79	7.18	3.63	3.73	NA	23.69	21.11	20.87	0	26.42	NA	4.34
2015	10.12.2015	O	O5	O5	5	0	2	5.18	4.5	3.12	3.95	4.59	6.82	3.93	3.79	22.57	23.69	24.19	21.48	1	26.33	534.68	3.89
2015	10.12.2015	O	O5	O5	5	NA	1	7.82	4.51	4.23	3.5	3.97	7.07	3.76	3.89	NA	NA	NA	NA	0	27.04	NA	3.9
2015	10.12.2015	O	O5	O5	12	0	6	7.72	4.91	NA	6.08	NA	7.2	2.92	3.07	30.1	27.86	27.57	23.81	1	21.56	838.59	6.08
2015	05.12.2015	W	W11	W11	3	0	3	3.55	5.52	7.83	NA	8.03	5.5	3.09	3.2	26.6	23.56	31.08	29.32	NA	17.3	626.7	7.93
2015	05.12.2015	W	W11	W11	3	75	4	1.65	6	9.18	9.83	8.05	6.44	3.21	3.46	29.4	27.72	32.86	30.28	0	21.48	814.97	9.02
2015	05.12.2015	W	W11	W11	1	11	3	2.64	5.02	7.25	7.48	6.95	5.57	3.13	3.45	20.37	22.12	23.28	23.34	0	18.33	450.58	7.23
2015	05.12.2015	W	W11	W11	1	25	3	NA	NA	6.06	7.26	6.86	4.05	2.3	2.38	25.76	21.23	32.48	25.84	0	9.48	546.88	6.73
2015	05.12.2015	W	W11	W11	2	20	3	4.61	5.82	7.05	8.19	7.38	4.84	3.11	3.11	23.62	23.2	27.3	27.56	0	15.05	547.98	7.54
2015	05.12.2015	W	W11	W11	2	11	3	2.65	5.5	6.87	7.77	7.15	5.78	3.11	3.24	25.52	21.36	29.33	25.32	1	18.35	545.11	7.26
2015	05.12.2015	W	W11	W11	10	50	4	5.56	4.59	6.68	7.95	6.45	5.23	2.82	2.99	27.84	24.58	34.23	29.25	0	15.19	684.31	7.03
2015	05.12.2015	W	W11	W11	8	10	3	3.7	5.99	7.94	9.1	8.1	6.05	4.05	4.35	26.34	24.15	31.49	29.67	1	25.41	636.11	8.38
2015	05.12.2015	W	W11	W11	8	2	1	0.91	4.89	5.29	6.84	4.97	6.27	3.89	4.01	NA	NA	27.26	22.11	1	24.77	NA	5.7
2015	05.12.2015	W	W11	W11	8	180	1	2.44	4.24	8.41	9.62	8.67	6.64	3.58	3.56	25.5	21.19	29.52	26.5	1	23.7	540.35	8.9
2015	05.12.2015	W	W11	W11	8	65	2	1.73	5.27	7.88	8.79	8.02	6.27	4.18	4.32	25.5	22.68	28.36	27.58	1	26.65	578.34	8.23
2015	05.12.2015	W	W11	W11	7	35	2	3.63	6.1	8.54	9.37	8.34	6.77	3.54	3.59	30.4	27.49	35.72	31	1	24.14	835.7	8.75
2015	05.12.2015	W	W11	W11	5	55	1	1.65	4.47	7.88	8.39	7.71	5.79	3.58	3.74	22.55	22.91	25.2	28.91	1	21.19	516.62	7.99
2015	11.12.2015	H	H6	H6	1	1	1	1.49	4.94	4.65	4.92	4.41	4.78	1.8	2.03	14.92	14.97	16.53	14.69	0	9.15	223.35	4.66
2015	11.12.2015	H	H6	H6	1	15	3	1.86	3.43	4.95	4.22	4.41	4.69	1.7	1.56	14.59	14.61	14.66	13.83	0	7.64	213.16	4.53
2015	11.12.2015	H	H6e	O4	1	0	1	2.73	4.13	NA	NA	NA	4.36	1.39	1.58	10.56	10.99	10.83	10.08	0	6.47	116.05	NA
2015	11.12.2015	H	H6e	O4	1	40	7	1.06	4.07	3.57	4.15	3.22	5.21	1.68	1.63	16.49	21.02	17.19	20.65	0	8.62	346.62	3.65
2015	11.12.2015	H	H6e	O4	1	10	1	1.73	3.45	NA	NA	NA	5.13	2.06	1.74	16.26	17.8	17.18	16.23	0	9.75	289.43	NA
2015	11.12.2015	O	O1	O1	1	30	1	2.58	4.67	5.6	6.49	5.79	5.72	2.8	2.92	25.88	24.98	25.48	22.11	0	16.36	646.48	5.96
2015	11.12.2015	O	O1	O1	2	NA	3	1.04	4.85	7.15	8.68	7.69	6.26	3.95	3.87	33.47	27.34	29.6	25.14	0	24.48	915.07	7.84
2015	11.12.2015	O	O1	O1	3	NA	3	5.45	NA	NA	NA	NA	5.75	2.69	2.91	32.81	27.81	36.34	22.48	1	16.1	912.45	NA
2015	11.12.2015	D	D6	D6	1	1	1	6.15	9.27	5.71	6.34	5.6	7.73	5.42	5.46	38.98	28.94	39.49	33.04	0	42.05	1128.08	5.88
2015	11.12.2015	D	D6	D6	1	1	5	9.48	9.58	5.15	3.78	3.79	8.09	5.56	6.08	43.7	30	46.34	37.26	1	47.08	1311	4.24
2015	11.12.2015	D	D6	D6	1	NA	1	8.73	9.57	5.24	5.86	4.22	7.45	5.87	5.79	36.69	28.03	39.56	28.23	1	43.43	1028.42	5.11
2015	11.12.2015	D	D6	D6	1	NA	1	NA	9.02	NA	NA	NA	7.02	5.07	4.97	33.56	24.29	38.64	28.53	NA	35.24	815.17	NA
2015	11.12.2015	D	D6	D6	1	NA	1	NA	7.51	NA	NA	NA	6.66	3.97	4.19	36.32	26.76	42.54	31.24	1	27.17	971.92	NA
2015	11.12.2015	D	D6	D6	1	0	2	7.54	8.73	5.87	6.96	5.29	7.45	5.32	5.45	30.82	NA	40.68	30.65	0	40.12	NA	6.04
2015	11.12.2015	D	D6	D6	1	7	4	5.07	10.09	6.14	7.46	6.64	8.56	6.29	6.3	41.44	36.63	48.4	41.25	1	53.89	1517.95	6.75
2015	11.12.2015	D	D6	D6	1	3	1	8.35	9.79	5.98	7.07	5.33	7.77	5.69	5.72	33.17	26.9	38.27	31.29	1	44.33	892.27	6.13
2015	11.12.2015	D	D6	D6	1	NA	6	6.29	10.56	5.01	7.41	5.42	8.43	6.32	6.13	41.9	30.9	50.66	37.04	0	52.48	1294.71	5.95
2015	11.12.2015	D	D6	D6	1	NA	3	8.58	9.7	4.53	6.26	5.04	8.7	6.16	6.27	41.84	32.49	NA	37.79	0	54.07	1359.38	5.28
2015	11.12.2015	D	D6	D6	2	0	2	6.51	8.89	5.91	6.17	6.13	8.1	6.23	6.25	28.62	26.31	34	31.31	1	50.54	752.99	6.07
2015	11.12.2015	D	D6	D6	2	0	1	6.59	8.07	4.65	4.89	4.67	6.82	5.29	5.46	26.17	24.19	33.53	29.38	1	36.66	633.05	4.74
2015	12.12.2015	T	T4	QA	14	3	1	2.4	11.31	14.41	15.49	14.85	9.83	4.67	4.48	38.44	39.13	38.41	37.84	0	44.97	1504.16	14.92
2015	12.12.2015	D	D2	D2	1	2	10	14.4	10.02	5.71	6.16	4.94	7.76	5.57	5.59	40.07	29.04	42.51	28.92	0	43.3	1163.63	5.6
